,Address,District_Name,Type,address,latitude,longitude,type
483,,praha 10,school,Vachkova 941/13 Uhříněves 104 00 Praha 10,50.0361990133302,14.594764436176261,C00
485,,praha 10,school,Starostrašnická 120/45 Strašnice 100 00 Praha 10,50.074589116567616,14.490292422413377,B00
489,,praha 1,educatioanal center,Černá 1610/14 Nové Město 110 00 Praha 1,50.0792334096601,14.418124469069104,H22
492,,praha 2,educatioanal center,Slezská 920/21 Vinohrady 120 00 Praha 2,50.07626648932419,14.44341991326678,G11
494,,praha 2,school,V pevnosti 13/4 Vyšehrad 128 00 Praha 2,50.06249794725613,14.422710642910891,B00
495,,praha 2,school,V pevnosti 13/4 Vyšehrad 128 00 Praha 2,50.06249794725613,14.422710642910891,C00
499,,praha 2,educatioanal center,Francouzská 585/1 Vinohrady 120 00 Praha 2,50.0747954141035,14.437763271308183,H22
501,,praha 2,school,Jana Masaryka 64/16 Vinohrady 120 00 Praha 2,50.07052546543375,14.437363388856733,B00
505,,praha 2,educatioanal center,Neklanova 147/32 Vyšehrad 128 00 Praha 2,50.06627781043341,14.421464948092833,H22
509,,praha 3,educatioanal center,Na Balkáně 2866/17a Žižkov 130 00 Praha 3,50.094404223440385,14.481911902850774,G11
514,,praha 4,educatioanal center,Bartákova 1200/4 Krč 140 00 Praha 4,50.04600951788916,14.43836239508914,G11
515,,praha 4,educatioanal center,Herrmannova 2016/24 Modřany 143 00 Praha 4,50.01245662724344,14.41339492798197,G11
516,,praha 4,educatioanal center,Šalounova 2024/3 Chodov 149 00 Praha 4,50.02546658338635,14.51145511962604,G11
517,,praha 4,school,U Michelského lesa 222 Michle 140 00 Praha 4,50.03605351485942,14.45922886372554,B00
520,,praha 5,educatioanal center,Štefánikova 235/11 Smíchov 150 00 Praha 5,50.07298949486412,14.40381737411291,G11
521,,praha 6,educatioanal center,U boroviček 650/5 Řepy 163 00 Praha 6,50.074452053551944,14.323867181112485,G11
522,,praha 6,educatioanal center,Studentská 700/10 Dejvice 160 00 Praha 6,50.10133813266779,14.389060336401306,H22
524,,praha 6,educatioanal center,Rohová 540/4 Suchdol 165 00 Praha 6,50.13214313128281,14.374036879969943,G11
525,,praha 7,educatioanal center,Šimáčkova 1452/16 Holešovice 170 00 Praha 7,50.103290419931874,14.434176567718884,G11
526,,praha 8,educatioanal center,Přemyšlenská 1102/15 Kobylisy 182 00 Praha 8,50.1264892018003,14.449635724104219,G11
527,,praha 9,educatioanal center,Měšická 720/2 Prosek 190 00 Praha 9,50.12138721899697,14.501349092446048,G11
528,,praha 9,educatioanal center,Lovosická 439/42 Střížkov 190 00 Praha 9,50.127480449362245,14.48835306546851,H22
533,,praha 9,school,Čakovická 783/51 Prosek 190 00 Praha 9,50.11862852842076,14.5053084446304,C00
555,,praha 10,educatioanal center,Pod strašnickou vinicí 623/23 Strašnice 100 00 Praha 10,50.078399489324205,14.491849416180969,G11
571,,praha 1,school,Josefská 626/5 Malá Strana 118 00 Praha 1,50.08803238190316,14.405446755612038,B00
573,,praha 1,school,náměstí Curieových 886/2 Staré Město 110 00 Praha 1,50.092026066882156,14.419551262161558,B00
575,,1 none,school,Mikulandská 5 134 110 00 Praha 1 None,50.081194005828394,14.418090508598354,B00
577,,praha 1,school,Vodičkova 683/22 Nové Město 110 00 Praha 1,50.07984635330952,14.423188425356233,B00
581,,praha 1,school,Truhlářská 1120/22 Nové Město 110 00 Praha 1,50.09090305744711,14.431290144468775,B00
603,,praha 2,school,Slovenská 1726/27 Vinohrady 120 00 Praha 2,50.07266949653756,14.447020332361944,B00
607,,praha 2,school,Jana Masaryka 400/21 Vinohrady 120 00 Praha 2,50.071269425211995,14.437708466126228,B00
611,,praha 2,school,Na Smetance 505/1 Vinohrady 120 00 Praha 2,50.07993879323673,14.435670975445738,B00
616,,praha 2,school,Sázavská 830/5 Vinohrady 120 00 Praha 2,50.07428647960066,14.440535539817713,B00
620,,praha 2,school,Botičská 130/8 Vyšehrad 128 00 Praha 2,50.0686988531653,14.419474958220398,B00
624,,praha 2,school,Kladská 1201/1 Vinohrady 120 00 Praha 2,50.073228,14.447745179006374,B00
629,,praha 2,school,Resslova 308/10 Nové Město 120 00 Praha 2,50.075804536211045,14.417630475993999,B00
633,,praha 2,school,Londýnská 782/34 Vinohrady 120 00 Praha 2,50.07356453067111,14.43430217320666,B00
637,,praha 2,school,Štěpánská 1286/8 Nové Město 120 00 Praha 2,50.07679026089216,14.424608665156557,B00
642,,praha 2,school,Vratislavova 64/13 Vyšehrad 128 00 Praha 2,50.066640104362605,14.418272608113517,B00
675,,praha 3,school,náměstí Jiřího z Lobkovic 121/22 Vinohrady 130 00 Praha 3,50.07709049956732,14.466922113797656,B00
678,,praha 3,school,Lupáčova 1200/1 Žižkov 130 00 Praha 3,50.08275715598131,14.456301464885497,B00
682,,praha 3,school,náměstí Jiřího z Poděbrad 1685/7 Vinohrady 130 00 Praha 3,50.07838943104039,14.449126793640753,B00
685,,praha 3,school,Cimburkova 600/18 Žižkov 130 00 Praha 3,50.08588574104109,14.450538471983284,B00
688,,praha 3,school,Chelčického 2614/43 Žižkov 130 00 Praha 3,50.08355744214889,14.459399831813682,B00
692,,praha 3,school,K lučinám 2500/18 Žižkov 130 00 Praha 3,50.09376597945645,14.490655191932552,B00
696,,praha 3,school,V zahrádkách 1966/48 Žižkov 130 00 Praha 3,50.09155905107044,14.486713824888774,B00
700,,praha 3,school,Jeseniova 2400/96 Žižkov 130 00 Praha 3,50.08864666720537,14.470375839863758,B00
704,,praha 3,school,Vlkova 800/31 Žižkov 130 00 Praha 3,50.0836251684748,14.447414111431733,B00
707,,praha 3,school,Nad Ohradou 1700/25 Žižkov 130 00 Praha 3,50.092437264556146,14.477546977494542,B00
816,,praha 4,school,Jeremenkova 1003/66a Braník 147 00 Praha 4,50.043283807086524,14.423575234780007,B00
820,,praha 4,school,Angelovova 3183/15 Modřany 143 00 Praha 4,50.00958434722136,14.429898209821724,B00
824,,praha 4,school,Bítovská 1246/1 Michle 140 00 Praha 4,50.0462762240173,14.45027731975288,B00
827,,praha 4,school,Jílovská 1100/16 Braník 142 00 Praha 4,50.02567647432055,14.428903110623683,B00
830,,praha 4,school,Jánošíkova 1320/2 Krč 142 00 Praha 4,50.02199666723405,14.458346270961455,B00
833,,praha 4,school,Na líše 936/16 Michle 141 00 Praha 4,50.04750305551384,14.465003572594968,B00
836,,praha 4,school,Modřanská 1375/10a Modřany 143 00 Praha 4,50.00751497668648,14.404146872612342,B00
840,,praha 4,school,U Domu služeb 29/2 Modřany 143 00 Praha 4,50.0045565545329,14.405643345547924,B00
843,,praha 4,school,Meteorologická 181/2 Libuš 142 00 Praha 4,50.005968017526,14.45609001454152,B00
846,,praha 4,school,Filosofská 1166/3 Braník 142 00 Praha 4,50.02241147994644,14.429731500000003,B00
849,,praha 4,school,Horáčkova 1100/14 Krč 140 00 Praha 4,50.04655199999999,14.436091270500109,B00
852,,praha 4,school,Na Chodovci 2700/54 Záběhlice 141 00 Praha 4,50.04981287422847,14.489234724508245,B00
855,,praha 4,school,Křesomyslova 724/2 Nusle 140 00 Praha 4,50.06458454342439,14.43402030391252,B00
859,,praha 4,school,Květnového vítězství 57/17 Chodov 149 00 Praha 4,50.03373333668977,14.505207056610368,B00
863,,praha 4,school,Mendíků 1000/2 Michle 140 00 Praha 4,50.058764528997685,14.451021335276124,B00
867,,praha 4,school,Na planině 1393/13 Krč 140 00 Praha 4,50.03951343435862,14.432912420047462,B00
870,,praha 4,school,Jižní IV 1750/10 Záběhlice 141 00 Praha 4,50.045223529026345,14.482928014051366,B00
873,,praha 4,school,K Milíčovu 674/2 Háje 149 00 Praha 4,50.028386608344654,14.534631240088801,B00
877,,praha 4,school,Ladislava Coňka 40/3 Písnice 142 00 Praha 4,49.992474059120546,14.465545726758585,B00
881,,praha 4,school,Ohradní 1366/49 Michle 140 00 Praha 4,50.052203328899495,14.450025148623729,B00
885,,praha 4,school,Donovalská 1684/40 Chodov 149 00 Praha 4,50.03652640608207,14.503247340816044,B00
888,,praha 4,school,Mikulova 1594/4 Chodov 149 00 Praha 4,50.029964350539565,14.513513062150302,B00
892,,praha 4,school,Květnového vítězství 1554/54 Chodov 149 00 Praha 4,50.03495281375161,14.518107504357436,B00
896,,praha 4,school,Táborská 421/45 Nusle 140 00 Praha 4,50.0627034676841,14.43922838620234,B00
899,,praha 4,school,Poláčkova 1067/3 Krč 140 00 Praha 4,50.043011752149596,14.44728341297832,B00
903,,praha 4,school,Sdružení 1080/2a Nusle 140 00 Praha 4,50.054892444341924,14.442928830024673,B00
906,,praha 4,school,Plamínkové 1593/2 Nusle 140 00 Praha 4,50.052080345288125,14.43585724352258,B00
909,,praha 4,school,Školní 700/5 Braník 147 00 Praha 4,50.03737815015293,14.413553286715857,B00
912,,praha 4,school,V ladech 6 Šeberov 149 00 Praha 4,50.012257724681135,14.510577925183343,B00
916,,praha 4,school,Pertoldova 3373/51 Modřany 143 00 Praha 4,50.00130884373024,14.431374107506988,B00
920,,praha 4,school,Pošepného náměstí 2022/2 Chodov 148 00 Praha 4,50.03122083014023,14.48207726807686,B00
925,,praha 4,school,Smolkova 565 Kamýk 142 00 Praha 4,50.008359279762274,14.451087850539583,B00
928,,praha 4,school,Písnická 760/11 Kamýk 142 00 Praha 4,50.01902026781705,14.441976697126679,B00
931,,praha 4,school,Zárubova 977/17 Kamýk 142 00 Praha 4,50.01417982737029,14.433009283484537,B00
934,,praha 4,school,Jírovcovo náměstí 1782/1 Chodov 148 00 Praha 4,50.02455520892768,14.492588588897599,B00
938,,praha 4,school,Předškolní 420/5 Kunratice 148 00 Praha 4,50.0115249225576,14.479605554821362,B00
942,,praha 4,school,Nedvědovo náměstí 140/13 Podolí 147 00 Praha 4,50.057721630561645,14.421637305153292,B00
945,,praha 4,school,Ke Kateřinkám 1400/2 Chodov 149 00 Praha 4,50.02312782765875,14.517300818482544,B00
949,,praha 4,school,Mendelova 550/2 Háje 149 00 Praha 4,50.03347040940029,14.53174805092622,B00
953,,praha 4,school,Mráčkova 3090/2 Modřany 143 00 Praha 4,50.01244429447746,14.423052964077423,B00
956,,praha 4,school,Rakovského 3136/1 Modřany 143 00 Praha 4,50.0095385836748,14.424250791794405,B00
1040,,praha 5,school,Bronzová 2027/35 Stodůlky 155 00 Praha 5,50.045171354146255,14.328498350914932,B00
1043,,praha 5,school,Brdičkova 1878/2 Stodůlky 155 00 Praha 5,50.04263786900567,14.3315199473421,B00
1046,,praha 5,school,Trávníčkova 1744/4 Stodůlky 155 00 Praha 5,50.04362985094361,14.319584116884748,B00
1050,,praha 5,school,Loučanská 1112/3 Radotín 153 00 Praha 5,49.98033150011557,14.35852563436989,B00
1052,,praha 5,school,Drtinova 1861/1 Smíchov 150 00 Praha 5,50.075175236482124,14.400590875410968,B00
1056,,praha 5,school,Mohylová 1963/2 Stodůlky 155 00 Praha 5,50.04385358338634,14.33398191574828,B00
1060,,praha 5,school,V Remízku 919/7 Hlubočepy 152 00 Praha 5,50.02819446266379,14.36962166134833,B00
1066,,praha 5,school,Grafická 1060/13 Smíchov 150 00 Praha 5,50.07308564556529,14.39474298335158,B00
1069,,praha 5,school,Od školy 596/5 Řeporyje 155 00 Praha 5,50.02973651794651,14.308591203069716,B00
1072,,praha 5,school,Janského 2189/18 Stodůlky 155 00 Praha 5,50.03861869331753,14.343318493392228,B00
1075,,praha 5,school,Mezi školami 2322/1 Stodůlky 158 00 Praha 5,50.05261619871322,14.344553418287116,B00
1078,,praha 5,school,Butovická 228/9 Jinonice 158 00 Praha 5,50.04932534165276,14.367868811125883,B00
1083,,praha 5,school,Weberova 1090/1 Košíře 150 00 Praha 5,50.073530586704564,14.356161748687143,B00
1087,,praha 5,school,Kořenského 760/10 Smíchov 150 00 Praha 5,50.07606344936226,14.406656548012032,B00
1093,,praha 5,school,Ke Smíchovu 16/140 Slivenec 154 00 Praha 5,50.02041723400062,14.355005115153983,B00
1097,,praha 5,school,Černošická 168 Lipence 155 31 Praha 5,49.9607874893242,14.356898413266777,B00
1100,,praha 5,school,Podbělohorská 720/26 Smíchov 150 00 Praha 5,50.07300699030515,14.378303657077828,B00
1104,,praha 5,school,Radlická 115/140 Radlice 150 00 Praha 5,50.059609469069095,14.393186509002378,B00
1108,,praha 5,school,Hauptova 591 Zbraslav 156 00 Praha 5,49.974372838190334,14.394168204685839,B00
1111,,praha 5,school,Kuncova 1580/1 Stodůlky 155 00 Praha 5,50.05052367138898,14.31230263855349,B00
1115,,praha 5,school,U Santošky 1007/1 Smíchov 150 00 Praha 5,50.06592019900168,14.398931892578984,B00
1118,,praha 5,school,Starochuchelská 240/38 Velká Chuchle 159 00 Praha 5,50.01214331115454,14.38153447183905,B00
1121,,praha 5,school,Nepomucká 139/1 Košíře 150 00 Praha 5,50.069131576173,14.366941281435734,B00
1126,,praha 5,school,U Tyršovy školy 430/1 Jinonice 158 00 Praha 5,50.05236869248079,14.369436320964994,B00
1131,,praha 5,school,Chaplinovo náměstí 615/1 Hlubočepy 152 00 Praha 5,50.036596224594206,14.37849628368608,B00
1134,,praha 5,school,Mládí 135/4 Stodůlky 155 00 Praha 5,50.05025534722134,14.320936488199022,B00
1137,,praha 5,school,Fingerova 2186/17 Stodůlky 158 00 Praha 5,50.04895156506449,14.34719439078997,B00
1141,,praha 5,school,Klausova 2450/2 Stodůlky 155 00 Praha 5,50.035083561169344,14.33886221885275,B00
1145,,praha 5,school,Nedašovská 328/35 Zličín 155 21 Praha 5,50.05910957949121,14.288222775751569,B00
1148,,praha 5,school,Opata Konráda 1196 Zbraslav 156 00 Praha 5,49.97576970384909,14.39525682154191,F10
1205,,praha 6,school,Žákovská 164/3 Lysolaje 165 00 Praha 6,50.12538352510254,14.37128696710719,B00
1208,,praha 6,school,Socháňova 1139/19 Řepy 163 00 Praha 6,50.064082679987315,14.304880450804548,B00
1212,,praha 6,school,Suchdolská 360/61 Suchdol 165 00 Praha 6,50.14011043767682,14.37920354922413,B00
1217,,praha 6,school,Alžírská 680/26 Vokovice 160 00 Praha 6,50.095049917594615,14.352804775317956,B00
1223,,praha 6,school,Bílá 1784/1 Dejvice 160 00 Praha 6,50.10524090536094,14.387311781839763,B00
1228,,praha 6,school,Na dlouhém lánu 555/43 Vokovice 160 00 Praha 6,50.09558981652159,14.360267115471089,B00
1231,,praha 6,school,Na okraji 305/43 Veleslavín 162 00 Praha 6,50.090114125194624,14.343975053551965,B00
1236,,praha 6,school,náměstí Českého povstání 511/6 Ruzyně 161 00 Praha 6,50.08319022069909,14.316365323648043,B00
1240,,praha 6,school,Antonína Čermáka 1022/6 Bubeneč 160 00 Praha 6,50.10685715404808,14.397863674014719,B00
1245,,praha 6,school,náměstí Svobody 930/3 Bubeneč 160 00 Praha 6,50.10089580183506,14.400623372612342,B00
1250,,praha 6,school,náměstí Svobody 930/2 Bubeneč 160 00 Praha 6,50.101084634197,14.400294401061768,B00
1254,,praha 6,school,Norbertov 126/1 Střešovice 162 00 Praha 6,50.09155074271453,14.377258258930247,B00
1258,,praha 6,school,Pod Marjánkou 1900/2 Břevnov 169 00 Praha 6,50.085149321686124,14.375794678458117,B00
1262,,praha 6,school,Sušická 1000/29 Dejvice 160 00 Praha 6,50.10495526311385,14.37622041367081,B00
1267,,praha 6,school,Šantrochova 1800/2 Břevnov 162 00 Praha 6,50.08781881320336,14.348597107276776,B00
1273,,praha 6,school,U Dělnického cvičiště 1100/1 Břevnov 169 00 Praha 6,50.08692611573089,14.367206202031438,B00
1276,,praha 6,school,Žukovského 580/6 Liboc 161 00 Praha 6,50.091379584251726,14.308220990362468,B00
1280,,praha 6,school,Nebušická 369 Nebušice 164 00 Praha 6,50.110970424403945,14.330422769923194,B00
1283,,praha 6,school,Bělohorská 417/52 Břevnov 169 00 Praha 6,50.084691317791,14.375327448237075,B00
1287,,praha 6,school,Španielova 1111/19 Řepy 163 00 Praha 6,50.069140522072765,14.305730999768855,B00
1305,,praha 7,school,Umělecká 850/8 Holešovice 170 00 Praha 7,50.102643226758595,14.427582400513495,B00
1309,,praha 7,school,Korunovační 164/8 Bubeneč 170 00 Praha 7,50.10054854177961,14.419830702896807,B00
1312,,praha 7,school,Strossmayerovo náměstí 990/4 Holešovice 170 00 Praha 7,50.099039161261416,14.43504539272321,B00
1316,,praha 7,school,Františka Křížka 490/2 Holešovice 170 00 Praha 7,50.09720956341971,14.430811121991983,B00
1321,,praha 7,school,Tusarova 790/21 Holešovice 170 00 Praha 7,50.10182746378897,14.447529471550583,B00
1325,,praha 7,school,Ortenovo náměstí 1275/34 Holešovice 170 00 Praha 7,50.10821276827842,14.448408818512139,B00
1328,,praha 7,school,Trojská 211/110 Troja 171 00 Praha 7,50.11721428893753,14.422965459749593,B00
1372,,praha 8,school,Burešova 1130/14 Kobylisy 182 00 Praha 8,50.13161108327078,14.46921226037256,B00
1377,,praha 8,school,Dolákova 555/1 Bohnice 181 00 Praha 8,50.132764686104174,14.404161944428845,B00
1381,,praha 8,school,Glowackého 555/6 Troja 181 00 Praha 8,50.12762200943508,14.42694089641589,B00
1386,,praha 8,school,Hlivická 400/1 Bohnice 181 00 Praha 8,50.13258034860633,14.422370280195903,B00
1390,,praha 8,school,Libčická 658/10 Čimice 181 00 Praha 8,50.14004873659769,14.436905485284809,B00
1395,,praha 8,school,Lyčkovo náměstí 460/6 Karlín 186 00 Praha 8,50.093141773241406,14.458336779214017,B00
1400,,praha 8,school,Na Šutce 440/28 Troja 182 00 Praha 8,50.12349852452562,14.445881674995654,B00
1404,,praha 8,school,Palmovka 468/8 Libeň 180 00 Praha 8,50.10265564224706,14.474535264239044,B00
1408,,praha 8,school,Spořická 400/34 Dolní Chabry 184 21 Praha 8,50.14566156448756,14.442940267008998,B00
1412,,praha 8,school,Svídnická 599/1a Troja 181 00 Praha 8,50.12912736720348,14.413227890337339,B00
1417,,praha 8,school,U Parkánu 17/11 Ďáblice 182 00 Praha 8,50.1479834995673,14.48378952844942,B00
1422,,praha 8,school,U školské zahrady 1030/4 Kobylisy 182 00 Praha 8,50.123471300046035,14.459465598938255,B00
1427,,praha 8,school,Za invalidovnou 579/3 Karlín 186 00 Praha 8,50.094103758237786,14.461644393848392,B00
1430,,praha 8,school,Zenklova 26/52 Libeň 180 00 Praha 8,50.10741998473656,14.472408251889776,B00
1434,,praha 8,school,Žernosecká 1597/3 Kobylisy 182 00 Praha 8,50.13248345325738,14.468885639044418,B00
1438,,praha 8,school,Hovorčovická 1281/11 Kobylisy 182 00 Praha 8,50.12851085178033,14.443706683305527,B00
1443,,praha 8,school,Bedřichovská 1960/1 Libeň 182 00 Praha 8,50.125418761556,14.478156433406312,B00
1447,,praha 8,educatioanal center,Karlínské náměstí 316/7 Karlín 186 00 Praha 8,50.090910831525214,14.448687804749248,G11
1507,,praha 9,school,Hloubětínská 700/24 Hloubětín 198 00 Praha 9,50.10218540022503,14.535300821022291,B00
1510,,praha 9,school,Šimanovská 16 Kyje 198 00 Praha 9,50.0980004851406,14.546100389260767,B00
1514,,praha 9,school,Vybíralova 964/8 Černý Most 198 00 Praha 9,50.10452256174627,14.583082761728882,B00
1518,,praha 9,school,Dobratická 525 Letňany 199 00 Praha 9,50.13093171769891,14.509474956027345,B00
1521,,praha 9,school,Prachovická 340 Vinoř 190 17 Praha 9,50.1463540885509,14.581524678313878,B00
1525,,praha 9,school,Spojenců 1408/63 Horní Počernice 193 00 Praha 9,50.10682426836533,14.605677906803235,B00
1529,,praha 9,school,Chodovická 2250/36 Horní Počernice 193 00 Praha 9,50.110856843181985,14.618874737549975,B00
1533,,praha 9,school,Stoliňská 823/16 Horní Počernice 193 00 Praha 9,50.11085611962604,14.593476369265456,B00
1537,,praha 9,school,Albrechtická 732/1 Kbely 197 00 Praha 9,50.13409440997721,14.545136348029422,B00
1540,,praha 9,school,Fryčovická 462 Letňany 199 00 Praha 9,50.138229618876224,14.506501283945898,B00
1542,,praha 9,school,Národních hrdinů 70 Dolní Počernice 190 12 Praha 9,50.08887707161402,14.582675950170309,B00
1545,,praha 9,school,Mýtní 73 Běchovice 190 11 Praha 9,50.08043346823237,14.617078196318628,B00
1548,,praha 9,school,Slavětínská 200 Klánovice 190 14 Praha 9,50.095478682757275,14.669163635350825,B00
1551,,praha 9,school,Bratří Venclíků 1140/1 Černý Most 198 00 Praha 9,50.105031580616384,14.559274680968267,B00
1554,,praha 9,school,náměstí Jiřího Berana 500/1 Čakovice 196 00 Praha 9,50.15079540605341,14.526599225748981,B00
1559,,praha 9,school,Lupenická 20/6 Koloděje 190 16 Praha 9,50.059551353309516,14.640349407005726,B00
1562,,praha 9,school,Novoborská 371/10 Střížkov 190 00 Praha 9,50.12749146047074,14.497863223151928,B00
1565,,praha 9,school,Litvínovská 500/5 Prosek 190 00 Praha 9,50.12104018122806,14.486812119481817,B00
1568,,praha 9,school,Litvínovská 600/1 Prosek 190 00 Praha 9,50.119296108517524,14.49193001304176,B00
1572,,praha 9,school,náměstí Na Balabence 800/7 Libeň 190 00 Praha 9,50.10591339078998,14.483395460326523,B00
1575,,praha 9,school,Špitálská 789/4 Vysočany 190 00 Praha 9,50.10995107048884,14.504544271452403,B00
1578,,praha 9,school,Generála Janouška 1006/21 Černý Most 198 00 Praha 9,50.10649868140287,14.571575227134304,B00
1581,,praha 9,school,Chvaletická 918/3 Hloubětín 198 00 Praha 9,50.10476638856829,14.549799918950939,B00
1584,,praha 9,school,Polesná 1690 Újezd nad Lesy 190 16 Praha 9,50.07826096892487,14.654822077356409,B00
1588,,praha 9,school,Ratibořická 1700/28 Horní Počernice 193 00 Praha 9,50.11135578377299,14.615396648219676,B00
1592,,praha 9,school,K Cihelně 137/8 Satalice 190 15 Praha 9,50.124929009694874,14.573893103093193,B00
1596,,praha 9,school,Rychnovská 350 Letňany 199 00 Praha 9,50.1352915100989,14.511176418950939,B00
1598,,praha 9,educatioanal center,Ratibořická 1899/30 Horní Počernice 193 00 Praha 9,50.11087069386579,14.616954398551611,G11
1668,,praha 10,school,Brigádníků 510/14 Strašnice 100 00 Praha 10,50.07454250346244,14.500831562727225,B00
1671,,praha 10,school,Olešská 2222/18 Strašnice 100 00 Praha 10,50.06423933666111,14.511159229268761,B00
1673,,praha 10,school,Kodaňská 658/16 Vršovice 101 00 Praha 10,50.07101962724343,14.45706487745978,B00
1675,,praha 10,school,Hostýnská 2100/2 Strašnice 108 00 Praha 10,50.07971549070918,14.49425295195838,B00
1678,,praha 10,school,V Rybníčkách 1980/31 Strašnice 100 00 Praha 10,50.07070048600596,14.506269610883484,B00
1680,,praha 10,school,Švehlova 2900/12 Záběhlice 106 00 Praha 10,50.05871101301309,14.50795898462098,B00
1682,,praha 10,school,Jakutská 1210/2 Vršovice 100 00 Praha 10,50.072272576173,14.472623812799316,B00
1684,,praha 10,school,Vladivostocká 1035/6 Vršovice 100 00 Praha 10,50.06917672491228,14.474475532633027,B00
1686,,praha 10,school,U Roháčových kasáren 1381/19 Vršovice 100 00 Praha 10,50.07072611573089,14.467067756420102,B00
1689,,praha 10,school,U Vršovického nádraží 950/1 Vršovice 101 00 Praha 10,50.066801999999996,14.448038218968303,B00
1691,,praha 10,school,Nad vodovodem 460/81 Malešice 108 00 Praha 10,50.08226838776021,14.498734318599052,B00
1693,,praha 10,school,Břečťanová 2919/6 Záběhlice 106 00 Praha 10,50.054877032460126,14.497122119453156,B00
1696,,praha 10,school,Gutova 1987/39 Strašnice 100 00 Praha 10,50.07045848211084,14.492560499999996,B00
1699,,praha 10,school,Dopplerova 351 Petrovice 109 00 Praha 10,50.03446797639802,14.559640595765188,B00
1702,,praha 10,school,Křimická 314 Horní Měcholupy 109 00 Praha 10,50.046483013099056,14.56198357989525,B00
1705,,praha 10,school,Veronské nám. 391 Horní Měcholupy 109 00 Praha 10,50.0400793960701,14.561582700097267,B00
1708,,praha 10,school,Nad přehradou 469 Horní Měcholupy 109 00 Praha 10,50.041015638351936,14.55064500481877,B00
1711,,praha 10,school,Kozinova 1000/1 Hostivař 102 00 Praha 10,50.04902454760799,14.521479090715266,B00
1714,,praha 10,school,Hornoměcholupská 873 Hostivař 102 00 Praha 10,50.04995026389325,14.53831803880812,B00
1717,,praha 10,school,Vachkova 630/15 Uhříněves 104 00 Praha 10,50.03611322427708,14.596298689105273,B00
1719,,praha 10,school,náměstí Bratří Jandusů 2/38 Uhříněves 104 00 Praha 10,50.02966491759462,14.604051709677485,B00
1722,,praha 10,school,Kutnohorská 36/58 Dolní Měcholupy 109 00 Praha 10,50.05742364472857,14.561218123204052,B00
1725,,praha 10,school,Mírová 57/47 Kolovraty 103 00 Praha 10,50.011642895377605,14.625810465318182,B00
1729,,praha 10,school,U Školy 285 Štěrboholy 102 00 Praha 10,50.0707811740147,14.551588508194312,B00
1733,,praha 10,school,Starodubečská 413/14 Dubeč 107 00 Praha 10,50.06308804830048,14.591126306942302,B00
1738,,praha 7,school,Jablonského 333/3 Holešovice 170 00 Praha 7,50.1076392850424,14.440906647210069,C00
1739,,praha 8,school,U Měšťanských škol 525/1 Kobylisy 182 00 Praha 8,50.12463957285476,14.459677869265473,C00
1740,,praha 9,school,Novoborská 610/2 Prosek 190 00 Praha 9,50.124638932021334,14.502009031796305,C00
1741,,praha 9,school,Lipí 1911/22 Horní Počernice 193 00 Praha 9,50.113167841797015,14.611925253938592,C00
1742,,praha 9,educatioanal center,Lipí 1911/22 Horní Počernice 193 00 Praha 9,50.113167841797015,14.611925253938592,H22
1744,,praha 9,school,Poděbradská 179/1 Vysočany 190 00 Praha 9,50.10206544546709,14.50396629225577,C00
1746,,praha 9,school,Učňovská 100/1 Hrdlořezy 190 00 Praha 9,50.09177108021237,14.50062306719926,C00
1747,,praha 10,school,Weilova 1270/4 Hostivař 102 00 Praha 10,50.05271080875997,14.540710171706088,C00
1748,,praha 4,educatioanal center,Dobronická 1216/28 Kunratice 148 00 Praha 4,50.009725655288825,14.469364682959766,H22
1751,,praha 5,school,Radlická 591/115 Jinonice 158 00 Praha 5,50.04713444324542,14.356449940359886,C00
1754,,praha 5,school,Holečkova 104/4 Smíchov 150 00 Praha 5,50.07620456869982,14.397598604478178,B00
1755,,praha 5,school,Holečkova 104/4 Smíchov 150 00 Praha 5,50.07620456869982,14.397598604478178,C00
1760,,praha 9,school,Mochovská 570/41 Hloubětín 198 00 Praha 9,50.10734939020689,14.539162552528106,B00
1764,,praha 10,school,Moskevská 408/29 Vršovice 101 00 Praha 10,50.06914943825374,14.45454048182236,B00
1767,,praha 7,school,Nad Štolou 1510/1 Holešovice 170 00 Praha 7,50.097536874545575,14.422205191759648,C00
1769,,praha 10,school,Přípotoční 1337/1a Vršovice 101 00 Praha 10,50.065021486005975,14.454778887731552,C00
1771,,praha 4,school,Boleslavova 250/1 Nusle 140 00 Praha 4,50.0638354782157,14.433948167638079,B00
1773,,praha 4,school,Dunická 3136/1 Záběhlice 141 00 Praha 4,50.047803010820054,14.487426128195711,F10
1782,,praha 8,school,Za invalidovnou 628/1 Karlín 186 00 Praha 8,50.09369411573091,14.463797230884891,B00
1789,,praha 4,school,Vídeňská 816/7 Krč 140 00 Praha 4,50.02724354342439,14.459400000000016,B00
1792,,praha 2,school,Belgická 67/25 Vinohrady 120 00 Praha 2,50.07325462308848,14.435912505395704,B00
1793,,praha 2,school,Belgická 67/25 Vinohrady 120 00 Praha 2,50.07325462308848,14.435912505395704,C00
1797,,praha 8,school,Chabařovická 1125/4 Kobylisy 182 00 Praha 8,50.1311561579432,14.475751356079487,B00
1798,,praha 8,school,Střížkovská 32/27 Střížkov 180 00 Praha 8,50.12408509325409,14.482830973051145,C00
1810,,praha 6,school,Španielova 1124/50 Řepy 163 00 Praha 6,50.069548760199666,14.304618781147258,F10
