,District_Name,Type,latitude,longitude
2166,praha 10,school,50.07118647792722,14.452380199001679
2181,praha 6,school,50.12296654731953,14.39029696280801
2186,praha 9,school,50.08707373022106,14.576557943678104
2194,praha 6,school,50.107033047463766,14.387014394108197
2202,praha 4,school,50.052080345288125,14.43585724352258
2224,praha 4,school,50.01557801304174,14.54142088594255
2233,praha 9,school,50.09148291531559,14.56182158886896
2237,praha 4,school,50.061861587281484,14.443415486814024
2240,praha 5,school,50.03769340161003,14.338353184574954
2243,praha 8,school,50.128113999480405,14.41232663087972
2244,praha none,school,50.043283807086524,14.423575234780007
2247,praha 4,school,50.06196058728149,14.442658847625385
2250,praha 4,educatioanal center,50.035631529863046,14.522350500000016
2252,praha 4,school,50.024268000000006,14.413152303248708
2260,praha 5,school,50.04213655395598,14.400790805441739
2263,praha 9,school,50.10543454731954,14.537864241473791
2267,praha 4,school,50.058202851780315,14.432495402014043
2268,praha 9,school,50.12232699523948,14.579450644381865
2269,praha 10,school,50.068139627243426,14.450236679439074
2270,praha 10,school,50.068139627243426,14.450236679439074
2271,praha 3,school,50.0836251684748,14.447414111431733
0,praha 1,library,50.07950139800334,14.424044898147582
1,praha 1,library,50.08777821233188,14.389992702464113
2,praha 2,library,50.07190994892961,14.436970036643782
3,praha 2,library,50.07362000389518,14.416410003895214
4,praha 2,library,50.0657900510705,14.424680062178972
5,praha 3,library,50.08685971106246,14.449844624069454
6,praha 3,library,50.09172269608749,14.478279442697161
7,praha 4,library,50.05432001110857,14.43829997388792
8,praha 4,library,50.05355737330483,14.452649919672073
9,praha 4,library,50.023855257285476,14.451472229961235
10,praha 4,library,50.04121972522938,14.43722186234057
11,praha 4,library,50.02453993060773,14.43377995614294
12,praha 4,library,50.04522097446477,14.492128681747685
13,praha 4,library,50.02558860170819,14.518762145161265
14,praha 4,library,50.02455520892768,14.492588588897599
15,praha 4,library,50.005635851520516,14.434017479744895
16,praha 5,library,50.073686412718516,14.406875989728213
17,praha 5,library,50.06835623397197,14.40022841603674
18,praha 5,library,50.06756144630382,14.366470599226707
19,praha 5,library,50.028502568959624,14.368063764671726
20,praha 5,library,50.04885001832189,14.316420081077782
21,praha 5,library,50.04439995614298,14.331540081654714
22,praha 5,library,50.01171252899768,14.387792118096824
23,praha 6,library,50.10357004775229,14.390200040538915
24,praha 6,library,50.08437030336425,14.37406464570953
25,praha 6,library,50.08578392255761,14.341338135726218
26,praha 6,library,50.09006722926875,14.309114081049088
27,praha 7,library,50.10002947489746,14.425491640717862
28,praha 7,library,50.10187352207277,14.450368887731573
29,praha 8,library,50.128130000000056,14.459700000000055
30,praha 8,library,50.12697717236991,14.47047434886613
31,praha 8,library,50.06045000000006,19.932420000000036
32,praha 9,library,50.11140198805478,14.500946801979275
33,praha 9,library,50.12287288954923,14.500464633620073
34,praha 9,library,50.103307456835395,14.564895280194975
35,praha 9,library,50.10543454731954,14.537864241473791
36,praha 10,library,50.07241682763007,14.483514206763282
37,praha 10,library,50.075338485140605,14.450152279906517
38,praha 10,library,50.06835100582839,14.50893430656693
39,praha 10,library,50.0561105656414,14.50696112233775
40,praha 10,library,50.04906437301638,14.546886196375937
0,praha 5,sport,50.05215403523009,14.360771960990355
1,praha 5,sport,50.06892532583064,14.345477820873471
2,praha 1,sport,50.08592444214888,14.431105718564291
3,praha 12,sport,50.00901083262174,14.44719785483873
4,praha 7,sport,50.09668997605231,14.440139973887879
5,praha 4,sport,50.05464383654553,14.431602231346233
6,praha 9,sport,50.133258633302944,14.545763914536202
7,praha 8,sport,50.09050396641471,14.449387899099863
8,praha 7,sport,50.10142401526344,14.4160344476888
9,praha 8,sport,50.12396752596793,14.43722139298302
10,praha 1,sport,50.08302492368279,14.425418445063073
11,praha 4,sport,50.02526159449484,14.515734703445068
12,praha 4,sport,20.56071000000003,-97.47550999999999
13,praha 9,sport,50.127230091404755,14.52931725738597
14,praha 4,sport,50.04995863113857,14.421244799873147
15,praha 5,sport,50.02115656757464,14.358207871228306
16,praha 7,sport,50.10179821259168,14.416833207311566
17,praha 8,sport,50.09292075491955,14.453397020543564
18,praha 4,sport,50.04056979739167,14.44766439526205
19,praha 6,sport,50.08430730336427,14.373715101448413
20,praha 6,sport,50.08896983873858,14.343746191095834
21,praha 9,sport,50.12138721899697,14.501349092446048
22,praha 1,sport,50.09109272799934,14.416395423250114
23,praha 5,sport,50.06992948514059,14.372298775463126
24,praha 6,sport,50.09319967110052,14.33493455135891
25,praha 8,sport,50.12651279877662,14.436375465433741
26,praha 11,sport,50.00814235296376,14.572576179295764
27,praha 5,sport,50.0266315434244,14.367430276184274
28,praha 10,sport,50.07158638457294,14.552471158142056
29,praha 4,sport,50.018955482687744,14.432660863725543
30,praha 5,sport,50.0513285833577,14.363012284552388
31,praha 8,sport,50.108948496537565,14.467548705089866
32,praha 3,sport,50.07743955063777,14.454931059813017
33,praha 9,sport,50.107923449362254,14.48690214516127
34,praha 6,sport,50.10119385039535,14.40139800043268
35,praha 7,sport,50.099289600611684,14.434477832765966
36,praha 1,sport,50.08503001748514,14.418217467107192
37,praha 1,sport,50.08302492368279,14.425418445063073
38,praha 1,sport,50.077439496537565,14.423242782820692
39,praha 7,sport,50.101663337497826,14.426623497374267
40,praha 10,sport,50.06925369995396,14.479455310029355
41,praha 7,sport,50.099049314039135,14.416176833833836
42,praha 1,sport,50.09008494809284,14.43558803220033
43,praha 7,sport,50.10477595530619,14.430639772952963
44,praha 4,sport,50.03110292812619,14.525201070344599
45,praha 4,sport,50.0477606011313,14.455094714553585
46,praha 8,sport,50.092868839027055,14.456860573431676
47,praha 7,sport,50.10142401526344,14.4160344476888
48,praha 7,sport,50.10142401526344,14.4160344476888
49,praha 2,sport,50.076956137659444,14.433774882335872
50,praha 5,sport,50.0752915822325,14.353632751428435
51,praha 1,sport,50.083442559813015,14.40448324886002
52,praha 4,sport,50.03435125867046,14.523859703704865
53,praha 6,sport,50.08385990459124,14.382064275027986
54,praha 8,sport,50.1311561579432,14.475751356079487
55,praha 4,sport,50.04655199999999,14.436091270500109
56,praha 8,sport,50.09618781013684,14.457479297279908
57,praha 8,sport,50.147151000000065,14.450468786000044
58,praha 4,sport,50.052615286975644,14.453345778492865
59,praha 3,sport,50.07679164363204,14.452490308788624
60,praha 9,sport,50.11456803049824,14.489231381470503
61,praha 2,sport,50.070364732442734,14.434243377719577
62,praha 3,sport,50.09128537275657,14.480267684286485
63,praha 4,sport,50.01403327226046,14.456190420076103
64,praha 7,sport,50.1062831873449,14.435339232731202
65,praha 9,sport,50.1208637702403,14.501304221738277
66,praha 7,sport,50.10590887593055,14.434526314472775
67,praha 3,sport,50.08251117958329,14.446504928386009
68,praha 10,sport,50.07605756203471,14.489502499740196
69,praha 6,sport,50.105861057995355,14.38826837235254
70,praha 6,sport,50.105861057995355,14.38826837235254
71,praha 10,sport,50.072986561746255,14.463972230365268
72,praha 3,sport,50.09241449235396,14.489239217179291
73,praha 3,sport,50.08283978045476,14.448236830284475
74,praha 1,sport,50.08832353621104,14.431652255900495
75,praha 10,sport,50.05406053621103,14.487489408823372
76,praha 1,sport,50.08832353621104,14.431652255900495
77,praha 9,sport,50.10499582988042,14.490769239367648
78,praha 8,sport,50.14669256815156,14.444867103353001
79,praha 6,sport,50.06600016180968,14.3037147921402
80,praha 7,sport,50.099636620030076,14.428435206907531
81,praha 5,sport,50.071654561746264,14.405912674995669
82,praha 3,sport,50.075875445467105,14.465398384817378
83,praha 10,sport,50.07530952484273,14.491223846673094
84,praha 8,sport,50.10574798612154,14.472759515811696
85,praha 4,sport,50.046410787668144,14.415682144180307
86,praha 4,sport,49.99621662447346,14.410973049252789
87,praha 15,sport,50.05526710130417,14.543106963212043
88,praha 4,sport,50.011181612268444,14.483200872323875
89,praha 2,sport,50.092952668330554,14.444252361907875
90,praha 1,sport,50.08302162447346,14.426998118385285
91,praha 9,sport,50.10206544546709,14.50396629225577
92,praha 9,sport,50.10657844604403,14.572109556754592
93,praha 9,sport,50.13368152784384,14.500799643083788
94,praha 1,sport,56.60000000000008,16.250000000000057
95,praha 7,sport,50.10897079349652,14.407694097985965
96,praha 8,sport,50.10369407129689,14.476390593975246
97,praha 4,sport,50.06238951788919,14.436233978908174
98,praha 6,sport,50.09660484595195,14.365016632812015
99,praha 5,sport,49.97071872245944,14.382722161145846
100,praha 4,sport,50.045223529026345,14.482928014051366
101,praha 9,sport,50.125158923105865,14.50328199567219
102,praha 8,sport,50.09403533585236,14.451932880034917
103,praha 10,sport,50.0695299411393,14.465630066074153
104,praha 2,sport,50.075622199001685,14.437768592994292
105,praha 6,sport,50.08392938718329,14.3646379000808
106,praha 1,sport,50.09077850346246,14.435599531363605
107,praha 1,sport,51.1106599233944,17.046650060591517
108,praha 5,sport,50.068968569248085,14.399453638928849
109,praha 22,sport,49.99770349711447,14.669591636418705
110,praha 4,sport,50.02380298612155,14.402580871515832
111,praha 10,sport,50.06622043219421,14.453705379393032
112,praha 10,sport,50.060242069103865,14.469561372872136
113,praha 5,sport,49.97071872245944,14.382722161145846
114,praha 8,sport,50.09395478045478,14.44816810436261
115,praha 5,sport,50.009006430751924,14.389262097437705
116,praha 6,sport,50.08037525728548,14.38523473775152
117,praha 4,sport,50.02154649096897,14.445582589243399
118,praha 6,sport,50.07798355252708,14.391320517490865
119,praha 5,sport,50.014214314679435,14.393953515493482
120,praha 6,sport,50.10607399832656,14.384322077933346
121,praha 6,sport,50.110390445467104,14.391130217179297
122,praha 4,sport,50.03194873884804,14.48527194950649
123,praha 1,sport,50.08262890752532,14.42957154501186
124,praha 3,sport,50.08660088980902,14.462817584655756
125,praha 4,sport,50.04600951788916,14.43836239508914
126,praha 5,sport,50.030369718590734,14.306663824518285
127,praha 4,sport,50.04621400112517,14.433488161809692
128,praha 10,sport,50.078399489324205,14.491849416180969
129,praha 12,sport,50.01245662724344,14.41339492798197
130,praha 12,sport,50.00188198415963,14.42567681017359
131,praha 3,sport,50.094404223440385,14.481911902850774
132,praha 6,sport,50.07461007187382,14.324356682266343
133,praha 8,sport,50.1264892018003,14.449635724104219
134,praha 5,sport,50.01246229447747,14.377377086993038
135,praha 5,sport,50.072821470165614,14.408340588695136
136,praha 10,sport,50.057018769634745,14.507012695625205
137,praha 9,sport,50.09220044152326,14.621221571291777
138,praha 4,sport,50.036979698309175,14.4984998978591
139,praha 3,sport,50.09554000000003,14.476190000000031
140,praha 6,sport,50.078718607924465,14.35659415580788
141,praha 2,sport,50.07740458728149,14.414792850828041
142,praha 4,sport,50.01704238164338,14.449845385422938
143,praha 4,sport,50.01704238164338,14.449845385422938
144,praha 5,sport,50.009006430751924,14.389262097437705
145,praha 5,sport,50.063408167288244,14.394965378921329
146,praha 5,sport,50.01246229447747,14.377377086993038
147,praha 4,sport,50.0334694565756,14.434681440562363
148,praha 3,sport,50.07724057617299,14.451122529978639
149,praha 7,sport,50.10133965277865,14.428884095620036
150,praha 2,sport,50.07365096808813,14.437531964885478
151,praha 1,sport,50.08423558728147,14.405948518177642
152,praha 7,sport,50.1097126675225,14.451882561717614
153,praha 5,sport,50.07196005886079,14.401950059437704
154,praha 5,sport,50.06427921288013,14.41056081753119
155,praha 5,sport,50.06856000000005,14.399360000000058
156,praha 9,sport,50.106394528737866,14.577163157626096
157,praha 11,sport,50.02351213737098,14.513629490824751
158,praha 2,sport,50.0798807499279,14.447413211062468
159,praha 1,sport,50.081291518725884,14.418122058860723
160,praha 9,sport,50.121072796006665,14.493608527901168
161,praha 6,sport,50.06537619897303,14.31573773899228
162,praha 13,sport,50.047358543424394,14.34434325590049
163,praha 10,sport,50.07001861613493,14.482635589791657
164,praha 10,sport,50.05575392059573,14.511674627012297
165,praha 5,sport,50.05308658728147,14.332292423538568
166,praha 9,sport,50.110856843181985,14.618874737549975
167,praha 5,sport,50.075175236482124,14.400590875410968
168,praha 2,sport,50.075829,14.437570499999993
169,praha 10,sport,50.08158162392522,14.500397550522202
170,praha 16,sport,49.98437444685208,14.360037721478486
171,praha 4,sport,50.03267158006813,14.515403736193658
172,praha 6,sport,50.11596083819032,14.296397595331555
173,praha 4,sport,50.03538256036127,14.533162363061715
174,praha 4,sport,50.041042427981964,14.51102039687817
175,praha 3,sport,50.08618314068921,14.46693888109513
176,praha 17,sport,50.07015651788916,14.306170720093492
177,praha 5,sport,50.04139010768081,14.32505960921004
178,praha 6,sport,50.086408842056805,14.385885143920516
179,praha 9,sport,50.13372547489748,14.549718944630397
180,praha 3,sport,50.08504043104037,14.445313480437381
181,praha 16,sport,49.97972812884035,14.355950639926016
182,praha 8,sport,50.13161108327078,14.46921226037256
183,praha 5,sport,50.07086130391252,14.402862006232427
184,praha 1,sport,50.082134070229024,14.418230810289165
185,praha 8,sport,50.131578532315885,14.40995999847079
186,praha 4,sport,50.0430493733335,14.452675322522845
187,praha 7,sport,50.10173664723874,14.437145463212037
188,praha 11,sport,50.029839410468156,14.483230000808053
189,praha 2,sport,50.08130490867915,14.439247584251733
190,praha 11,sport,50.02952422064177,14.5037267526692
191,praha 10,sport,50.06605650764606,14.451138974464785
192,praha 8,sport,50.132400000000075,14.429100000000062
193,praha 4,sport,50.011342784349914,14.48984600553993
194,praha 6,sport,50.08781881320336,14.348597107276776
195,praha 6,sport,50.09137665277865,14.35445409562003
196,praha 4,sport,50.022364661953915,14.402430220641767
197,praha 9,sport,50.106874957310374,14.563495339740932
198,praha 9,sport,50.11216378074322,14.502551189999291
199,praha 6,sport,50.09497462003008,14.353734954902157
200,praha 4,sport,50.0470053738531,14.43455011284536
201,praha 6,sport,50.085361380546864,14.380177396185674
202,praha 9,sport,50.12747642440394,14.488354104853531
203,praha 5,sport,50.03769340161003,14.338353184574954
204,praha 10,sport,50.05459689090556,14.49501485758004
205,praha 4,sport,50.02582570246413,14.493165339431064
206,praha 9,sport,50.10595085899368,14.576314883692202
207,praha 4,sport,50.039747369438345,14.427895396185678
208,praha 8,sport,50.10652947792723,14.474097220093485
209,praha 1,sport,50.08872969830917,14.423750062582977
210,praha 1,sport,50.082134070229024,14.418230810289165
211,praha 10,sport,50.07706041387237,14.487852178890789
212,praha 2,sport,50.07748268552723,14.438953404379971
213,praha 5,sport,50.05835567441874,14.390753721334244
214,praha 8,sport,50.16517651485941,14.485878607825047
215,praha 3,sport,50.09273445657561,14.486170500000014
216,praha 8,sport,50.12707611019097,14.455321082982305
217,praha 8,sport,50.12895566527213,14.454388516619755
218,praha 8,sport,50.108948496537565,14.467548705089866
219,praha 2,sport,50.05948947322401,14.426166170812069
220,praha 9,sport,50.08871674017724,14.644932157419543
221,praha 13,sport,50.04928286759203,14.346056748975586
222,praha 9,sport,50.09039063445679,14.659985174158951
223,praha 12,sport,49.97948641469645,14.440119652101734
224,praha 6,sport,50.07856544936225,14.329902504443417
225,praha 7,sport,50.11750956174625,14.425321478908185
226,praha 4,sport,50.01080091978764,14.51323269426982
227,praha 8,sport,50.14720427997417,14.447792071994252
228,praha 9,sport,50.0978655992267,14.686801363956674
229,praha 6,sport,50.07818466224238,14.305769624185004
230,praha 5,sport,50.03061486401401,14.313052602833404
231,praha 8,sport,50.14508174770618,14.487982281983996
232,praha 5,sport,50.066385580068136,14.411295848462112
233,praha 9,sport,50.16590461613494,14.523398787033885
234,praha 10,sport,50.06839041104507,14.482077863437095
235,praha 5,sport,50.002033935599364,14.356432900513505
236,praha 4,sport,50.01064671769891,14.54404374161802
237,praha 5,sport,50.042416432685165,14.394210606844098
238,praha 8,sport,50.108948496537565,14.467548705089866
239,praha 2,sport,50.07653070635927,14.424434907553973
240,praha 4,sport,50.005968563910656,14.45818776144042
241,praha 6,sport,50.09319967110052,14.33493455135891
242,praha 5,sport,50.02819446266379,14.36962166134833
243,praha 10,sport,50.0415670058284,14.561463781031694
244,praha 10,sport,50.069166504327846,14.454080659039718
245,praha 1,sport,50.08127348626578,14.424910864129572
246,praha 10,sport,50.05086088510334,14.551394510797767
247,praha 5,sport,50.07203348211084,14.403658353453753
248,praha 5,sport,50.07203348211084,14.403658353453753
249,praha 4,sport,50.02602524202202,14.402017702406809
250,praha 9,sport,50.093047435195324,14.58682886802473
251,praha 6,sport,50.099619141843036,14.36037539754198
252,praha 5,sport,50.052390329159294,14.340595569507897
253,praha 5,sport,50.052390329159294,14.340595569507897
254,praha 9,sport,50.11907962724342,14.486693904379974
255,praha 3,sport,50.09212931836791,14.4758139158925
256,praha 5,sport,50.07091612101101,14.399445353857805
257,praha 6,sport,50.085394143516474,14.343112028016728
258,praha 10,sport,50.07249670716731,14.477325112556912
259,praha 9,sport,50.109514461538616,14.50367299919193
260,praha 5,sport,50.03520303026709,14.313253066045432
261,praha 5,sport,50.060062873974246,14.29554633706792
262,praha 3,sport,50.09502945657562,14.488497607825057
263,praha 9,sport,50.12876796364474,14.499115941167938
264,praha 10,sport,50.05855544214889,14.531700473079805
265,praha 10,sport,50.06925369995396,14.479455310029355
266,praha 9,sport,50.107923449362254,14.48690214516127
267,praha 1,sport,50.07932139800334,14.42420689814757
268,praha 4,sport,50.03538256036127,14.533162363061715
269,praha 4,sport,50.03138139439667,14.428298913122559
270,praha 7,sport,50.10721537385309,14.434188910756633
271,praha 5,sport,50.06680738386508,14.396204661665463
272,praha 9,sport,50.144201634456785,14.506895158751275
273,praha 3,sport,50.08255839886871,14.45752785913793
274,praha 10,sport,50.08641527119259,14.495897214697795
275,praha 4,sport,50.05755651788917,14.451309691644074
276,praha 3,sport,50.077027087288016,14.46246252574105
277,praha 15,sport,50.052255108517535,14.520516245888516
278,praha 5,sport,50.06149510130419,14.409420992930885
279,praha 5,sport,50.072001442148874,14.40238676533556
280,praha 8,sport,50.09281080599,14.45288499500835
281,praha 10,sport,50.04295073041422,14.526733758129724
282,praha 5,sport,49.979265967251415,14.394180314617001
283,praha 8,sport,50.09563757980833,14.469256416296531
284,praha 9,sport,50.10911267692889,14.504751460182295
285,praha 5,sport,50.01161806290408,14.314518711379035
286,praha 4,sport,50.03308138103779,14.48257951814897
287,praha 4,sport,50.03069676876936,14.403215673033754
288,praha 18,sport,50.13419650539571,14.503333367216642
289,praha 4,sport,50.031440687460474,14.49055749927886
290,praha 2,sport,50.07538148211083,14.443398000000002
291,praha 3,sport,50.08782136886142,14.487724618789317
292,praha 4,sport,49.83537000000007,18.234830000000045
293,praha 4,sport,50.056137020543574,14.45327277909845
294,praha 7,sport,50.11254921680394,14.418093632090853
295,praha 9,sport,50.149416542039425,14.563137801776797
296,praha 7,sport,50.11254921680394,14.418093632090853
297,praha 12,sport,49.98540401915859,14.44442875090884
298,praha 9,sport,50.060596471579245,14.636953471694813
299,praha 22,sport,50.03070531447278,14.60567356910384
300,praha 9,sport,50.08861067011434,14.57444144622442
301,praha 4,sport,50.03133066388717,14.405056397166623
302,praha 6,sport,50.089861561746254,14.35515259117664
303,praha 20,sport,50.1421314143633,14.611702922586264
304,praha 6,sport,50.1117080469646,14.404815488926303
305,praha 4,sport,50.01460238378393,14.497233478824539
306,praha 9,sport,50.11073746378896,14.495989866639745
307,praha 6,sport,50.09251154342439,14.371541528449425
308,praha 4,sport,50.019740391626705,14.4429288397482
309,praha 13,sport,50.03840946047075,14.340036332217707
310,praha 13,sport,50.035083561169344,14.33886221885275
311,praha 3,sport,59.408740710872124,27.29987280266896
312,praha 4,sport,50.02532663063638,14.491968747531676
313,praha 14,sport,50.10939682070517,14.556730671677448
314,praha 6,sport,50.0931843938484,14.37651526868244
315,praha 4,sport,50.06322894809283,14.445649529286145
316,praha 8,sport,50.090910831525214,14.448687804749248
317,praha 2,sport,50.074423492353965,14.44530102844942
318,praha 9,sport,50.10617312378098,14.587069027699606
319,praha 5,sport,49.98916886147519,14.374332606930084
320,praha 10,sport,50.05087777208978,14.566258793795523
321,praha 10,sport,50.05639980238332,14.5069726706669
322,praha 8,sport,50.09217127061567,14.46067325936296
323,praha 10,sport,50.06925369995396,14.479455310029355
324,praha 1,sport,50.08758122952856,14.415238119366228
325,praha 1,sport,50.088626077990654,14.418472857464488
326,praha 8,sport,50.15043765834723,14.439208981274113
327,praha 4,sport,50.03749356895963,14.433472806970958
328,praha 9,sport,50.11163538995325,14.625703723151918
329,praha 18,sport,50.13475358612764,14.510181576345879
330,praha 2,sport,50.07734037711371,14.439467642819269
331,praha 5,sport,50.0597618059343,14.414831695592012
332,praha 10,sport,48.99510704997393,18.872046504558988
333,praha 6,sport,50.105859906368735,14.37979620676308
334,praha 9,sport,50.0978655992267,14.686801363956674
335,praha 10,sport,50.00899470658549,14.630941026950827
336,praha 8,sport,50.122495648587936,14.457708483492693
337,praha 6,sport,50.090165862629014,14.381991341508554
338,praha 8,sport,50.1222052945035,14.457580757499521
339,praha 4,sport,50.00809031585775,14.477199240204358
340,praha 5,sport,50.06680738386508,14.396204661665463
341,praha 4,sport,50.03507147273307,14.431840727306858
342,praha 5,sport,50.07086130391252,14.402862006232427
343,praha 5,sport,50.07086924562873,14.408831780887457
344,praha 10,sport,50.08509573050951,14.514408899820998
345,praha 4,sport,50.061944482110846,14.440927604910858
346,praha 10,sport,50.07706041387237,14.487852178890789
347,praha 9,sport,50.11069449653756,14.494989808355935
348,praha 8,sport,50.108952617961414,14.461272495231961
349,praha 1,sport,50.09008494809284,14.43558803220033
350,praha 1,sport,50.08302492368279,14.425418445063073
351,praha 18,sport,50.13483615704916,14.504156732240254
352,praha 9,sport,50.14757856174625,14.525288549541246
353,praha 11,sport,50.03713699417162,14.505599926885434
354,praha 7,sport,50.10530591756595,14.435893043424414
355,praha 6,sport,50.07818466224238,14.305769624185004
356,praha 5,sport,50.05474512239599,14.40548744543844
357,praha 4,sport,50.03646479553514,14.416994436760275
358,praha 4,sport,50.02403137079468,14.398557277800395
359,praha 4,sport,50.044762644468776,14.412509986785372
360,praha 7,sport,50.11342455785113,14.429559943332327
361,praha 4,sport,50.030617910364725,14.403282838501239
362,praha 4,sport,49.96630553952925,14.395810416180979
363,praha 5,sport,50.023803290034074,14.394521616740498
364,praha 8,sport,50.108952617961414,14.461272495231961
365,praha 5,sport,50.07311654342439,14.405058387731545
366,praha 4,sport,50.04663614293957,14.415398533585313
367,praha 7,sport,50.10021676770149,14.423039047175298
368,praha 7,sport,50.10477595530619,14.430639772952963
369,praha 10,sport,50.011642895377605,14.625810465318182
370,praha 2,sport,50.07072480599,14.422798497922532
371,praha 9,sport,50.12748899999999,14.525826750000004
372,praha 10,sport,50.06676801061829,14.547813533965394
373,praha 10,sport,50.06773797890818,14.456563738126894
374,praha 5,sport,50.07139559449484,14.397237241185316
375,praha 1,sport,50.082146245080466,14.415646190951579
376,praha 10,sport,50.05711632361937,14.49593417889079
377,praha 3,sport,50.08776436164807,14.487356593254109
378,praha 9,sport,50.10894100582837,14.501807728346064
379,praha 5,sport,50.06890263777502,14.402661940475445
380,praha 7,sport,50.095920000000035,14.438290000000052
381,praha 10,sport,50.055999366771076,14.51500507288404
382,praha 8,sport,50.113729542847494,14.467560191788314
383,praha 8,sport,50.12364580209485,14.460615455046401
384,praha 9,sport,50.103110056119455,14.49316004053891
385,praha 1,sport,26.404733128000032,82.64218833400008
386,praha 8,sport,50.13161108327078,14.46921226037256
387,praha 5,sport,50.05375548464964,14.288117952449335
388,praha 4,sport,50.06144469729865,14.429188552224277
389,praha 4,sport,50.004359218303115,14.458464343736921
390,praha 5,sport,50.0626951063245,14.384234622771364
391,praha 4,sport,50.022758217795584,14.465774067508224
392,praha 13,sport,50.041570297990084,14.320222861054514
393,praha 15,sport,50.05328000000003,14.524000000000058
394,praha 20,sport,50.11085611962604,14.593476369265456
395,praha 4,sport,50.04508500517018,14.46096712435373
396,praha 7,sport,50.10017564289984,14.416922380238281
397,praha 5,sport,50.09168103912523,14.509389137255404
398,praha 5,sport,50.0597618059343,14.414831695592012
399,praha 4,sport,50.06581780193922,14.439328492463638
400,praha 4,sport,50.04898466056893,14.438060003346878
401,praha 4,sport,50.05987511212423,14.448215033845099
402,praha 10,sport,50.011353178458116,14.602916506693765
403,praha 8,sport,50.09701320569542,14.464714665993291
404,praha 8,sport,50.128016793236704,14.47615844073524
405,praha 5,sport,50.04879338444199,14.364754235760962
406,praha 8,sport,50.12762200943508,14.42694089641589
407,praha 7,sport,50.09619575771818,14.424793328408551
408,praha 5,sport,50.060657148479486,14.402168307807678
409,praha 1,sport,50.081586401610025,14.40790639050151
410,praha 5,sport,50.065414019158574,14.394090777540598
411,praha 1,sport,50.09008494809284,14.43558803220033
412,praha 6,sport,50.12997171354398,14.380737783455885
413,praha 6,sport,50.085361380546864,14.380177396185674
414,praha 9,sport,50.10470215292288,14.534917090512783
415,praha 5,sport,50.05835567441874,14.390753721334244
416,praha 10,sport,50.06925369995396,14.479455310029355
417,praha 10,sport,50.05171805190717,14.54652555040662
418,praha 7,sport,50.10477595530619,14.430639772952963
419,praha 1,sport,50.10012052932884,14.38548961625811
420,praha 4,sport,50.05155405161871,14.41691150072116
421,praha 10,sport,50.06925369995396,14.479455310029355
422,praha 6,sport,50.08478689312726,14.350358398291801
423,praha 9,sport,50.104556991373016,14.536528668070746
424,praha 1,sport,50.07857547792724,14.423777497085808
425,praha 3,sport,50.08880945129549,14.467160837382263
426,praha 1,sport,50.082190239800326,14.42241291147777
427,praha 1,sport,50.08232778573489,14.422370232182933
428,praha 1,sport,50.08338121510183,14.427434064660465
429,praha 1,sport,50.08308694921801,14.425328445063073
430,praha 6,sport,50.09113354731955,14.376901196087486
431,praha 6,sport,50.09113354731955,14.376901196087486
432,praha 5,sport,49.96937107048884,14.373613593658126
433,praha 5,sport,50.037326172629726,14.334604937128564
434,praha 6,sport,50.114375161261435,14.350751727999336
435,praha 9,sport,50.10342440218693,14.490342528593642
436,praha 4,sport,50.022606758202926,14.433505558555087
437,praha 7,sport,50.10897079349652,14.407694097985965
438,praha 10,sport,50.05125530169082,14.489240031536497
439,praha 10,sport,50.06547575269786,14.460329519908399
440,praha 1,sport,50.08402553733622,14.429901351664764
441,praha 16,sport,49.9817997038491,14.356556843181988
442,praha 6,sport,49.19185661945314,13.764144170263789
443,praha 3,sport,50.08672989702239,14.46870621954524
444,praha 9,sport,50.10222233415096,14.497600273875646
445,praha 2,sport,50.07741553621104,14.422590104910856
446,praha 9,sport,50.15178947100232,14.523700500000018
447,praha 10,sport,50.132980990016684,14.334624327947203
448,praha 4,sport,48.974050000000034,14.457480000000032
449,praha 5,sport,50.0752915822325,14.353632751428435
450,praha 6,sport,50.12963395475794,14.399118474291896
451,praha 7,sport,50.10890218844142,14.450170338594349
452,praha 7,sport,50.105098477927235,14.453810863725549
453,praha 10,sport,50.03413093144443,14.552883875786335
454,praha 5,sport,50.07463781539745,14.366135626825079
455,praha 9,sport,50.109656536777166,14.47347200865345
456,praha 10,sport,50.06925369995396,14.479455310029355
457,praha 5,sport,50.05270967638063,14.41206049723003
458,praha 6,sport,50.11525972938434,14.432466462259768
459,praha 8,sport,50.12341831833923,14.451959799584708
460,praha 1,sport,50.081291518725884,14.418122058860723
461,praha 6,sport,50.09934555063777,14.375023061342223
462,praha 4,sport,50.041042427981964,14.51102039687817
463,praha 2,sport,50.076932794881486,14.436355730913546
464,praha 9,sport,50.13368152784384,14.500799643083788
465,praha 9,sport,50.13368152784384,14.500799643083788
466,praha 20,sport,50.110278517889185,14.599101860811343
467,praha 2,sport,50.07561944214889,14.422521305441729
468,praha 2,sport,50.07255527338565,14.432126572594955
469,praha 22,sport,50.03447587593057,14.594601966818722
470,praha 7,sport,50.10331636164808,14.434405093254103
471,praha 10,sport,50.06839041104507,14.482077863437095
472,praha 6,sport,50.09860450288552,14.340759567603305
473,praha 10,sport,50.0516392711926,14.52573211766413
474,praha 6,sport,50.098310674995666,14.403018047203977
475,praha 4,sport,49.99913080045009,14.41365140798665
476,praha 5,sport,50.012701553984634,14.394708512089455
